name,whn,confirmed,deaths,recovered
"Afghanistan","Wed, 22 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Thu, 23 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Fri, 24 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sat, 25 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sun, 26 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Mon, 27 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Tue, 28 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Wed, 29 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Thu, 30 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Fri, 31 Jan 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sat, 01 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sun, 02 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Mon, 03 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Tue, 04 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Wed, 05 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Thu, 06 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Fri, 07 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sat, 08 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sun, 09 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Mon, 10 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Tue, 11 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Wed, 12 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Thu, 13 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Fri, 14 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sat, 15 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sun, 16 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Mon, 17 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Tue, 18 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Wed, 19 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Thu, 20 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Fri, 21 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sat, 22 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Sun, 23 Feb 2020 00:00:00 GMT",0,0,0
"Afghanistan","Mon, 24 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Tue, 25 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Wed, 26 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Thu, 27 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Fri, 28 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Sat, 29 Feb 2020 00:00:00 GMT",1,0,0
"Afghanistan","Sun, 01 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Mon, 02 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Tue, 03 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Wed, 04 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Thu, 05 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Fri, 06 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Sat, 07 Mar 2020 00:00:00 GMT",1,0,0
"Afghanistan","Sun, 08 Mar 2020 00:00:00 GMT",4,0,0
"Afghanistan","Mon, 09 Mar 2020 00:00:00 GMT",4,0,0
"Afghanistan","Tue, 10 Mar 2020 00:00:00 GMT",5,0,0
"Afghanistan","Wed, 11 Mar 2020 00:00:00 GMT",7,0,0
"Afghanistan","Thu, 12 Mar 2020 00:00:00 GMT",7,0,0
"Afghanistan","Fri, 13 Mar 2020 00:00:00 GMT",7,0,0
"Afghanistan","Sat, 14 Mar 2020 00:00:00 GMT",11,0,0
"Afghanistan","Sun, 15 Mar 2020 00:00:00 GMT",16,0,0
"Afghanistan","Mon, 16 Mar 2020 00:00:00 GMT",21,0,1
"Afghanistan","Tue, 17 Mar 2020 00:00:00 GMT",22,0,1
"Afghanistan","Wed, 18 Mar 2020 00:00:00 GMT",22,0,1
"Afghanistan","Thu, 19 Mar 2020 00:00:00 GMT",22,0,1
"Afghanistan","Fri, 20 Mar 2020 00:00:00 GMT",24,0,1
"Afghanistan","Sat, 21 Mar 2020 00:00:00 GMT",24,0,1
"Afghanistan","Sun, 22 Mar 2020 00:00:00 GMT",40,1,1
"Afghanistan","Mon, 23 Mar 2020 00:00:00 GMT",40,1,1
"Afghanistan","Tue, 24 Mar 2020 00:00:00 GMT",74,1,1
"Afghanistan","Wed, 25 Mar 2020 00:00:00 GMT",84,2,2
"Afghanistan","Thu, 26 Mar 2020 00:00:00 GMT",94,4,2
"Afghanistan","Fri, 27 Mar 2020 00:00:00 GMT",110,4,2
"Afghanistan","Sat, 28 Mar 2020 00:00:00 GMT",110,4,2
"Afghanistan","Sun, 29 Mar 2020 00:00:00 GMT",120,4,2
"Afghanistan","Mon, 30 Mar 2020 00:00:00 GMT",170,4,2
"Afghanistan","Tue, 31 Mar 2020 00:00:00 GMT",174,4,5
"Afghanistan","Wed, 01 Apr 2020 00:00:00 GMT",237,4,5
"Afghanistan","Thu, 02 Apr 2020 00:00:00 GMT",273,6,10
"Afghanistan","Fri, 03 Apr 2020 00:00:00 GMT",281,6,10
"Afghanistan","Sat, 04 Apr 2020 00:00:00 GMT",299,7,10
"Afghanistan","Sun, 05 Apr 2020 00:00:00 GMT",349,7,15
"Afghanistan","Mon, 06 Apr 2020 00:00:00 GMT",367,11,18
"Afghanistan","Tue, 07 Apr 2020 00:00:00 GMT",423,14,18
"Afghanistan","Wed, 08 Apr 2020 00:00:00 GMT",444,14,29
"Afghanistan","Thu, 09 Apr 2020 00:00:00 GMT",484,15,32
"Afghanistan","Fri, 10 Apr 2020 00:00:00 GMT",521,15,32
"Afghanistan","Sat, 11 Apr 2020 00:00:00 GMT",555,18,32
"Afghanistan","Sun, 12 Apr 2020 00:00:00 GMT",607,18,32
"Afghanistan","Mon, 13 Apr 2020 00:00:00 GMT",665,21,32
"Afghanistan","Tue, 14 Apr 2020 00:00:00 GMT",714,23,40
"Afghanistan","Wed, 15 Apr 2020 00:00:00 GMT",784,25,43
"Afghanistan","Thu, 16 Apr 2020 00:00:00 GMT",840,30,54
"Afghanistan","Fri, 17 Apr 2020 00:00:00 GMT",906,30,99
"Afghanistan","Sat, 18 Apr 2020 00:00:00 GMT",933,30,112
"Afghanistan","Sun, 19 Apr 2020 00:00:00 GMT",996,33,131
"Afghanistan","Mon, 20 Apr 2020 00:00:00 GMT",1026,36,135
"Albania","Wed, 22 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 23 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 24 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 25 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 26 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 27 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 28 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 29 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 30 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 31 Jan 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 01 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 02 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 03 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 04 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 05 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 06 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 07 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 08 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 09 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 10 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 11 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 12 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 13 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 14 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 15 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 16 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 17 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 18 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 19 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 20 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 21 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 22 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 23 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 24 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 25 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 26 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 27 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 28 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 29 Feb 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 01 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 02 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Tue, 03 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Wed, 04 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Thu, 05 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Fri, 06 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Sat, 07 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Sun, 08 Mar 2020 00:00:00 GMT",0,0,0
"Albania","Mon, 09 Mar 2020 00:00:00 GMT",2,0,0
"Albania","Tue, 10 Mar 2020 00:00:00 GMT",10,0,0
"Albania","Wed, 11 Mar 2020 00:00:00 GMT",12,1,0
"Albania","Thu, 12 Mar 2020 00:00:00 GMT",23,1,0
"Albania","Fri, 13 Mar 2020 00:00:00 GMT",33,1,0
"Albania","Sat, 14 Mar 2020 00:00:00 GMT",38,1,0
"Albania","Sun, 15 Mar 2020 00:00:00 GMT",42,1,0
"Albania","Mon, 16 Mar 2020 00:00:00 GMT",51,1,0
"Albania","Tue, 17 Mar 2020 00:00:00 GMT",55,1,0
"Albania","Wed, 18 Mar 2020 00:00:00 GMT",59,2,0
"Albania","Thu, 19 Mar 2020 00:00:00 GMT",64,2,0
"Albania","Fri, 20 Mar 2020 00:00:00 GMT",70,2,0
"Albania","Sat, 21 Mar 2020 00:00:00 GMT",76,2,2
"Albania","Sun, 22 Mar 2020 00:00:00 GMT",89,2,2
"Albania","Mon, 23 Mar 2020 00:00:00 GMT",104,4,2
"Albania","Tue, 24 Mar 2020 00:00:00 GMT",123,5,10
"Albania","Wed, 25 Mar 2020 00:00:00 GMT",146,5,17
"Albania","Thu, 26 Mar 2020 00:00:00 GMT",174,6,17
"Albania","Fri, 27 Mar 2020 00:00:00 GMT",186,8,31
"Albania","Sat, 28 Mar 2020 00:00:00 GMT",197,10,31
"Albania","Sun, 29 Mar 2020 00:00:00 GMT",212,10,33
"Albania","Mon, 30 Mar 2020 00:00:00 GMT",223,11,44
"Albania","Tue, 31 Mar 2020 00:00:00 GMT",243,15,52
"Albania","Wed, 01 Apr 2020 00:00:00 GMT",259,15,67
"Albania","Thu, 02 Apr 2020 00:00:00 GMT",277,16,76
"Albania","Fri, 03 Apr 2020 00:00:00 GMT",304,17,89
"Albania","Sat, 04 Apr 2020 00:00:00 GMT",333,20,99
"Albania","Sun, 05 Apr 2020 00:00:00 GMT",361,20,104
"Albania","Mon, 06 Apr 2020 00:00:00 GMT",377,21,116
"Albania","Tue, 07 Apr 2020 00:00:00 GMT",383,22,131
"Albania","Wed, 08 Apr 2020 00:00:00 GMT",400,22,154
"Albania","Thu, 09 Apr 2020 00:00:00 GMT",409,23,165
"Albania","Fri, 10 Apr 2020 00:00:00 GMT",416,23,182
"Albania","Sat, 11 Apr 2020 00:00:00 GMT",433,23,197
"Albania","Sun, 12 Apr 2020 00:00:00 GMT",446,23,217
"Albania","Mon, 13 Apr 2020 00:00:00 GMT",467,23,232
"Albania","Tue, 14 Apr 2020 00:00:00 GMT",475,24,248
"Albania","Wed, 15 Apr 2020 00:00:00 GMT",494,25,251
"Albania","Thu, 16 Apr 2020 00:00:00 GMT",518,26,277
"Albania","Fri, 17 Apr 2020 00:00:00 GMT",539,26,283
"Albania","Sat, 18 Apr 2020 00:00:00 GMT",548,26,302
"Albania","Sun, 19 Apr 2020 00:00:00 GMT",562,26,314
"Albania","Mon, 20 Apr 2020 00:00:00 GMT",584,26,327
"Algeria","Wed, 22 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Thu, 23 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Fri, 24 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Sat, 25 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Sun, 26 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Mon, 27 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Tue, 28 Jan 2020 00:00:00 GMT",0,0,0
